00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,01,05,05,05,05,05,05,05,02,00,00,00,00,00,01,05,02,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,01,09,19,19,19,19,19,19,19,08,00,00,00,00,01,09,19,10,02,00,00,00,00,00,00,00,00,00,00,00,00,
00,07,19,19,19,19,12,11,19,19,08,00,00,00,00,07,19,19,19,08,00,01,05,05,05,02,00,00,00,00,00,00,
00,07,19,19,19,19,10,09,19,19,08,00,00,00,00,03,06,06,06,04,00,07,19,19,19,08,00,00,00,00,00,00,
00,07,19,19,19,19,19,19,19,19,08,00,00,00,00,00,00,00,00,00,00,07,19,19,19,08,00,00,00,00,00,00,
00,03,06,06,06,06,06,06,06,06,04,00,00,00,00,00,00,00,00,00,00,07,19,19,19,10,05,05,02,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,19,19,19,19,19,19,08,00,00,00,
00,00,00,00,00,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,07,19,19,12,06,06,06,04,00,00,00,
00,00,00,00,00,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,03,06,06,04,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,00,00,00,00,00,00,01,01,01,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,00,00,00,00,00,01,01,01,01,01,00,
00,00,00,00,01,01,00,00,00,00,00,00,00,00,00,01,01,01,01,01,00,00,00,00,00,01,01,01,01,00,00,00,
00,00,00,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,01,01,01,01,00,00,00,00,00,01,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,01,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,01,01,01,01,01,01,00,00,00,00,00,
00,00,00,01,01,01,01,01,01,01,01,01,02,00,00,00,00,00,00,00,00,00,00,01,01,01,02,00,00,00,00,00,
00,00,00,01,01,01,01,01,01,01,01,01,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
